LIMIT_BAL,discrete(3)	SEX,discrete(3)	EDUCATION,discrete(3)	MARRIAGE,discrete(3)	AGE,discrete(3)	PAY_0,discrete(3)	PAY_2,discrete(3)	PAY_3,discrete(3)	PAY_4,discrete(3)	PAY_5,discrete(3)	PAY_6,discrete(3)	BILL_AMT1,discrete(3)	BILL_AMT2,discrete(3)	BILL_AMT3,discrete(3)	BILL_AMT4,discrete(3)	BILL_AMT5,discrete(3)	BILL_AMT6,discrete(3)	PAY_AMT1,discrete(3)	PAY_AMT2,discrete(3)	PAY_AMT3,discrete(3)	PAY_AMT4,discrete(3)	PAY_AMT5,discrete(3)	PAY_AMT6,discrete(3)	Default,discrete(3)
sample-15505	0	0	2	0	0	2	2	2	2	1	1	1	1	2	2	1	1	0	2	0	1	1	0	0
sample-15506	1	0	1	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	0	0
sample-15507	2	0	1	0	1	0	0	1	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	0
sample-15508	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
sample-15509	0	0	1	1	2	0	0	1	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0
sample-15510	1	0	2	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	0	0	0
sample-15511	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0
sample-15512	0	0	1	0	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	0	0	1	1	2
sample-15513	2	0	1	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
sample-15514	2	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	2	2	0
sample-15515	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	2
sample-15516	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	2
sample-15517	0	0	2	0	2	2	2	2	2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	2
sample-15518	0	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	2	2	2	2	0	1	0
sample-15519	1	0	2	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	0
sample-15520	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	2	1	1	1	2	2	0
sample-15521	2	0	1	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sample-15522	2	0	1	0	1	2	2	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0
sample-15523	2	0	0	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15524	0	0	1	1	1	0	0	2	2	1	1	2	2	2	2	2	2	2	1	0	1	1	1	0
sample-15525	1	0	1	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	1	2	1	2	0
sample-15526	1	0	2	0	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2
sample-15527	1	0	1	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15528	1	0	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15529	2	0	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	2	1	1	0
sample-15530	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15531	2	0	1	0	1	2	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2
sample-15532	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-15533	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	1	0
sample-15534	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	0
sample-15535	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sample-15536	0	0	1	0	1	2	2	2	2	2	2	1	1	1	1	2	2	0	1	0	1	1	1	2
sample-15537	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
sample-15538	2	0	1	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	0
sample-15539	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0
sample-15540	2	0	1	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15541	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sample-15542	2	0	1	0	2	2	2	1	1	1	1	2	2	1	1	2	2	0	1	1	1	2	2	2
sample-15543	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-15544	0	0	0	0	1	2	0	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1	0	2
sample-15545	2	0	0	0	1	2	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2
sample-15546	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0
sample-15547	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0
sample-15548	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2
sample-15549	2	0	0	0	1	0	0	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	0
sample-15550	0	0	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
sample-15551	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-15552	2	0	0	0	2	0	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	0
sample-15553	1	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	2	2	2	2	2	2	0
sample-15554	2	0	2	0	1	0	0	1	0	0	1	1	1	1	0	2	2	0	1	2	2	2	2	0
sample-15555	0	0	1	1	1	2	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2
sample-15556	2	0	0	0	2	0	0	0	1	1	1	1	0	1	1	1	0	1	2	2	0	0	1	0
sample-15557	2	0	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	0
sample-15558	0	0	0	0	1	2	2	2	1	1	2	1	2	2	2	2	2	2	0	1	2	0	2	2
sample-15559	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	2	1	2	0
sample-15560	2	0	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15561	2	0	0	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15562	2	0	0	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15563	0	0	1	0	2	2	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	2
sample-15564	1	0	0	1	1	0	0	1	2	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0
sample-15565	2	0	1	0	2	0	0	2	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0
sample-15566	0	0	2	1	2	0	0	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2
sample-15567	2	0	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15568	1	0	1	1	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	0
sample-15569	2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	2	0	0
sample-15570	1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1	0	2	1	0
sample-15571	2	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	2	1	1	1	0	2	0
sample-15572	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0
sample-15573	2	0	2	0	2	0	0	1	1	1	2	2	2	2	2	2	2	2	2	2	2	0	2	0
sample-15574	0	0	1	0	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
sample-15575	1	0	1	1	2	0	0	1	1	2	1	2	2	2	2	2	2	2	2	2	0	2	2	2
sample-15576	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	1	2	0	1	0	0
sample-15577	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
sample-15578	1	0	2	1	2	0	0	1	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	0
sample-15579	2	0	1	0	2	0	0	0	0	1	0	0	0	0	2	2	1	0	0	2	0	2	2	2
sample-15580	2	0	1	0	2	2	2	2	2	1	1	1	1	1	1	2	2	0	2	0	1	1	1	2
sample-15581	0	0	1	0	2	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	1	0
sample-15582	2	0	0	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15583	0	0	2	0	2	0	0	2	2	1	1	1	1	1	1	1	1	2	0	0	0	1	1	2
sample-15584	2	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	1	2	1	1	1	0
sample-15585	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2
sample-15586	2	0	0	1	2	0	0	1	1	1	1	2	2	2	2	2	1	2	2	2	2	1	2	0
sample-15587	0	0	1	1	2	0	0	1	0	1	1	1	2	1	0	1	1	2	2	2	2	2	1	0
sample-15588	1	0	0	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	0
sample-15589	2	0	2	0	2	0	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	2	2	0
sample-15590	1	0	1	1	2	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	0
sample-15591	2	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	1	1	1	0
sample-15592	0	0	1	0	2	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
sample-15593	2	0	0	0	2	2	2	2	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2
sample-15594	0	0	0	0	2	0	0	1	1	1	0	2	2	2	2	0	0	2	1	2	0	0	0	0
sample-15595	2	0	0	0	2	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
sample-15596	0	0	2	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
sample-15597	0	1	1	1	0	2	2	1	1	2	2	1	1	1	1	1	1	0	1	1	0	1	0	2
sample-15598	0	1	0	1	0	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
sample-15599	1	0	2	0	2	2	0	1	2	2	1	2	1	1	1	1	1	1	2	1	0	1	1	2
sample-15600	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0
sample-15601	1	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	2	2	1	1	1	0
sample-15602	0	1	1	1	0	2	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2
sample-15603	0	1	2	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	2	0	0	0
sample-15604	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
sample-15605	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	2	1	1	0
sample-15606	1	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
sample-15607	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	2	2	2	0	2	2	0
sample-15608	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
sample-15609	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0
sample-15610	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
sample-15611	2	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	2	1	0	2	0	2	0
sample-15612	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0
sample-15613	1	1	1	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15614	1	1	0	1	0	2	2	2	2	1	1	2	2	2	2	2	2	1	1	0	1	2	1	0
sample-15615	0	1	1	1	0	2	0	1	1	2	0	0	0	1	1	1	1	1	1	1	0	2	1	2
sample-15616	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0
sample-15617	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-15618	1	1	2	1	0	0	0	1	1	1	0	0	0	0	1	0	1	2	0	2	0	2	0	2
sample-15619	2	1	0	1	0	0	0	0	0	0	1	2	2	0	0	1	1	2	2	2	2	0	1	0
sample-15620	1	1	1	0	2	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
sample-15621	2	1	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	0
sample-15622	2	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	2	0	0	1	0
sample-15623	1	1	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-15624	2	1	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-15625	0	1	1	0	0	0	0	1	1	0	0	2	1	1	2	0	0	2	2	2	2	2	2	0
sample-15626	1	1	1	1	1	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0
sample-15627	2	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	2	2	0	1	1	0	0
sample-15628	1	1	1	0	1	0	2	0	2	0	0	0	0	0	0	0	1	0	1	0	1	2	2	0
sample-15629	1	1	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
sample-15630	1	1	1	0	1	0	0	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	0	0
sample-15631	2	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	0
sample-15632	1	1	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2
sample-15633	1	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	0
sample-15634	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	2	2	2	2	2	1	0
sample-15635	2	1	1	0	1	0	0	1	1	0	1	0	0	0	0	2	2	0	1	0	2	2	2	0
sample-15636	0	1	0	1	0	0	0	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	0
sample-15637	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
sample-15638	2	1	0	1	0	2	0	0	0	0	1	0	0	0	0	2	2	0	2	1	2	2	2	2
sample-15639	2	1	1	0	1	2	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15640	1	1	0	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	0
sample-15641	2	1	1	0	1	0	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	0
sample-15642	2	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	2	1	2	2	1	0
sample-15643	2	1	1	0	1	0	0	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	0
sample-15644	1	1	1	0	1	2	0	1	1	0	0	0	1	2	0	1	1	2	2	0	2	2	0	0
sample-15645	1	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sample-15646	2	1	1	0	2	0	0	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	2	0
sample-15647	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
sample-15648	1	1	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15649	2	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
sample-15650	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	2	2	2	1	2	0
sample-15651	1	1	1	0	1	2	2	2	2	1	1	2	2	2	2	2	2	0	2	1	2	2	0	0
sample-15652	2	1	1	1	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15653	1	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
sample-15654	1	1	0	1	2	0	0	0	0	1	1	0	0	0	1	1	1	0	0	2	0	1	1	0
sample-15655	1	1	1	0	1	0	0	1	2	1	1	1	1	2	2	2	0	1	2	0	1	0	0	2
sample-15656	1	1	2	0	2	0	0	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	0
sample-15657	2	1	0	0	1	0	0	0	0	0	0	1	2	1	1	1	1	2	2	2	2	2	2	0
sample-15658	1	1	1	0	1	0	0	1	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	0
sample-15659	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
sample-15660	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-15661	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	2	0
sample-15662	1	1	1	1	2	0	0	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	0
sample-15663	0	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
sample-15664	1	1	1	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	0
sample-15665	0	1	2	0	2	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0
sample-15666	1	0	2	1	0	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15667	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	0
sample-15668	2	0	0	1	0	0	0	0	1	0	0	0	1	1	2	1	2	2	2	2	2	2	0	0
sample-15669	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
sample-15670	1	0	1	1	0	0	0	0	1	1	1	0	0	2	2	2	2	0	2	2	1	1	1	0
sample-15671	0	0	2	0	1	2	0	1	2	1	1	1	2	2	2	2	2	2	2	0	1	2	2	2
sample-15672	0	0	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	0	1	0	1	1	2
sample-15673	1	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sample-15674	2	0	0	1	1	2	2	2	0	0	0	1	0	0	0	0	1	0	0	0	1	2	2	0
sample-15675	0	0	1	1	0	2	0	0	0	2	2	0	0	0	1	1	1	0	0	2	0	2	0	2
sample-15676	0	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	0
sample-15677	0	0	0	1	0	2	2	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
sample-15678	1	0	0	1	0	0	0	1	1	1	1	0	1	2	0	0	0	2	1	0	0	1	0	0
sample-15679	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sample-15680	2	0	0	1	1	0	0	1	0	0	0	1	1	1	1	0	2	2	2	2	2	2	2	0
sample-15681	0	0	1	1	0	2	0	2	2	0	1	0	0	0	0	1	1	0	0	0	2	1	0	2
sample-15682	2	0	1	1	0	0	0	0	0	0	0	1	2	2	1	1	1	2	2	2	2	2	2	0
sample-15683	0	0	2	1	0	2	2	1	1	1	2	1	1	1	1	1	1	0	1	1	1	0	1	0
sample-15684	2	0	1	1	0	0	0	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	1	0
sample-15685	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-15686	1	0	1	1	0	0	0	1	1	0	1	1	2	2	2	0	0	2	2	2	2	1	0	0
sample-15687	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	2	0	1	0	0
sample-15688	2	0	1	1	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
sample-15689	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	2
sample-15690	0	0	1	1	0	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	0
sample-15691	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	2
sample-15692	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sample-15693	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15694	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
sample-15695	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0
sample-15696	0	0	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	1	2	1	0	0	0	2
sample-15697	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0
sample-15698	2	0	1	1	1	0	0	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	0
sample-15699	0	0	1	0	1	2	2	2	2	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0
sample-15700	2	0	0	0	1	2	2	1	1	0	0	2	2	2	0	0	0	2	2	0	0	0	2	2
sample-15701	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0
sample-15702	1	0	2	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15703	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0
sample-15704	2	0	2	1	2	0	0	0	0	0	2	1	1	1	1	2	1	2	2	2	2	0	2	0
sample-15705	0	0	1	1	1	0	0	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	0
sample-15706	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
sample-15707	2	0	1	0	1	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0
sample-15708	2	0	0	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	0
sample-15709	2	0	1	0	2	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0
sample-15710	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-15711	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	2	1	0
sample-15712	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-15713	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	2	2	0	0
sample-15714	2	0	0	0	2	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	0
sample-15715	2	0	0	0	1	0	0	0	0	0	0	1	0	1	1	2	1	0	1	2	2	2	2	0
sample-15716	0	0	1	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
sample-15717	2	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	2	1	2	2	2	2	0
sample-15718	0	0	0	1	1	2	0	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2
sample-15719	2	0	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	0
sample-15720	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
sample-15721	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-15722	2	0	1	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	0
sample-15723	1	0	2	0	2	0	0	1	1	1	0	2	2	2	2	0	0	2	2	2	0	0	0	0
sample-15724	1	0	1	1	1	0	0	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15725	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
sample-15726	0	1	1	0	0	2	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	2
sample-15727	0	1	1	1	0	0	0	1	1	0	1	2	2	2	1	2	1	1	1	1	2	1	1	0
sample-15728	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	2	2	1	0	1	0	0
sample-15729	0	1	1	1	0	0	0	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2
sample-15730	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-15731	2	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	1	0	0	2	0	2	0	0
sample-15732	0	1	1	0	0	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sample-15733	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0
sample-15734	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0
sample-15735	0	1	1	1	0	2	2	1	1	1	1	2	2	2	1	1	1	0	1	1	0	2	1	2
sample-15736	1	1	0	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15737	2	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	2	1	2	2	2	0
sample-15738	1	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-15739	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	1	1	0
sample-15740	1	1	1	1	0	2	2	2	2	1	1	2	2	2	2	2	2	2	0	0	2	2	2	0
sample-15741	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0
sample-15742	0	1	1	1	0	0	0	1	1	1	1	0	1	2	2	2	2	1	2	1	1	1	1	0
sample-15743	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0
sample-15744	0	1	2	1	0	2	2	1	1	1	1	1	1	1	1	1	2	0	1	1	1	0	2	2
sample-15745	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1	2	0	0	1	0
sample-15746	0	1	1	0	0	2	2	1	1	1	0	1	1	1	1	1	0	0	1	2	1	1	0	0
sample-15747	1	1	1	1	0	2	2	1	1	1	1	2	2	2	2	2	2	0	2	1	1	1	0	0
sample-15748	0	1	1	0	0	2	2	1	1	1	2	1	1	1	1	1	1	0	1	1	1	0	0	0
sample-15749	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0
sample-15750	1	1	0	1	0	0	0	1	1	2	1	2	2	2	2	2	2	1	1	2	0	2	2	0
sample-15751	0	1	0	1	0	2	0	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	0	2
sample-15752	0	1	1	1	0	2	2	2	2	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0
sample-15753	0	1	0	1	0	0	0	1	1	1	1	0	2	2	2	2	1	2	1	1	1	1	1	0
sample-15754	1	1	2	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	2	2	2	2	2	0
sample-15755	0	1	2	1	0	0	0	1	1	1	1	2	2	2	2	1	1	1	1	2	1	2	1	0
sample-15756	0	1	1	1	0	0	0	1	1	2	2	2	2	2	2	1	1	1	1	2	0	2	0	0
